id,user_profile_id,correct,question_id,lesson_name,lesson_id,is_external,duration_ms,is_preassessment,timestamp,lesson_type,cloud_learner_id
1241944,375213,True,2,Fun With Wanda's Friends,957,False,52913,False,2024-06-26 20:06:20.986949+00:00,ASM,22295
1241945,375213,True,3,Fun With Wanda's Friends,957,False,14093,False,2024-06-26 20:06:37.146099+00:00,ASM,22295
1241946,375213,True,4,Fun With Wanda's Friends,957,False,25774,False,2024-06-26 20:07:05.061182+00:00,ASM,22295
1242609,375539,True,1,Rhyming Challenge,947,False,20493,False,2024-07-17 17:30:23.960671+00:00,ASM,22295
1242610,375539,True,2,Rhyming Challenge,947,False,8612,False,2024-07-17 17:30:35.006049+00:00,ASM,22295
1242611,375539,True,3,Rhyming Challenge,947,False,7078,False,2024-07-17 17:30:44.602353+00:00,ASM,22295
1242612,375539,True,4,Rhyming Challenge,947,False,5967,False,2024-07-17 17:30:53.131586+00:00,ASM,22295
1880923,607697,True,2,Lesson Set 2 - Q05,1282,True,115,True,2025-06-06 18:29:21.504231+00:00,TUT,19350
1634020,517617,True,2,Python_Week12_Class&Object_Q4,786,True,87,True,2025-02-10 16:34:38.460753+00:00,TUT,18724
1242163,375310,True,2,Python_Week9_Collection1_Q6,490,True,91,True,2024-07-03 19:50:41.766351+00:00,TUT,18724
1241134,374865,True,2,Python_Week3_Bool&String_Q6,676,True,106,True,2024-06-12 16:25:53.013311+00:00,TUT,22282
1880901,606371,True,2,Lesson Set 1 - Q08,1269,True,93,True,2025-06-04 20:16:46.588807+00:00,TUT,35486
1242634,375549,True,1,Letter Sounds,705,False,17672,False,2024-07-17 17:46:27.384532+00:00,ASM,22295
1242635,375549,True,2,Letter Sounds,705,False,7619,False,2024-07-17 17:46:37.051188+00:00,ASM,22295
1242636,375549,True,3,Letter Sounds,705,False,7335,False,2024-07-17 17:46:46.420711+00:00,ASM,22295
1242637,375549,True,4,Letter Sounds,705,False,6142,False,2024-07-17 17:46:54.005743+00:00,ASM,22295
1242677,375565,True,2,Bella And Terra,979,False,111,True,2024-07-17 18:20:32.827485+00:00,TUT,22295
1241110,374852,True,2,Python_Week2_Basics_Q6,643,True,122,True,2024-06-12 16:00:45.061726+00:00,TUT,22282
1242662,375559,True,2,The Torn Picture,1014,False,129,True,2024-07-17 18:07:17.976266+00:00,TUT,22295
1242668,375562,True,1,Trip To The Movies,952,False,29374,False,2024-07-17 18:13:00.578287+00:00,ASM,22295
1242669,375562,True,2,Trip To The Movies,952,False,15951,False,2024-07-17 18:13:18.815121+00:00,ASM,22295
1242670,375562,True,3,Trip To The Movies,952,False,14982,False,2024-07-17 18:13:35.870792+00:00,ASM,22295
1242671,375562,True,4,Trip To The Movies,952,False,19231,False,2024-07-17 18:13:58.688415+00:00,ASM,22295
1141257,339973,True,2,Puzzle2 - Q01 - syntax1,634,True,76,True,2024-03-22 17:46:13.018389+00:00,TUT,18724
1242123,375283,True,2,Python_Week8_ControlFlow_Q3b,587,True,108,True,2024-07-03 18:02:07.100591+00:00,TUT,22300
1241310,374953,True,2,Python_Week2_Basics_Q5b,641,True,151,True,2024-06-13 19:37:47.716789+00:00,TUT,22283
1241987,375224,True,1,Larger Number,913,False,20515,False,2024-06-26 20:24:44.887777+00:00,ASM,22295
